Full,log(Age),M,log(Teff),Mbol,Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
2530,9.6,1.3472,3.64,0.06,0.69,1.2,1.25,0.67,1.26,2.11
2531,9.6,1.3477,3.635,-0.12,0.55,1.26,1.27,0.69,1.29,2.16
2532,9.6,1.3481,3.63,-0.29,0.41,1.32,1.3,0.7,1.32,2.21
2533,9.6,1.3485,3.626,-0.46,0.28,1.38,1.33,0.71,1.34,2.25
2534,9.6,1.3488,3.622,-0.62,0.16,1.43,1.35,0.73,1.37,2.3
2535,9.6,1.3491,3.617,-0.8,0.03,1.49,1.38,0.74,1.4,2.36
2536,9.6,1.3494,3.612,-0.97,-0.09,1.56,1.41,0.76,1.43,2.42
2537,9.6,1.3496,3.608,-1.13,-0.21,1.62,1.44,0.78,1.46,2.47
2538,9.6,1.3498,3.603,-1.29,-0.32,1.7,1.48,0.8,1.5,2.53
2539,9.6,1.3499,3.598,-1.45,-0.43,1.72,1.5,0.81,1.55,2.59
2540,9.6,1.3501,3.592,-1.62,-0.53,1.75,1.52,0.83,1.61,2.67
2541,9.6,1.3502,3.584,-1.79,-0.63,1.78,1.54,0.86,1.69,2.76
2542,9.6,1.3503,3.577,-1.95,-0.73,1.8,1.55,0.88,1.76,2.84
2543,9.6,1.3505,3.571,-2.13,-0.79,1.82,1.56,0.91,1.87,2.96
2544,9.6,1.3506,3.563,-2.3,-0.79,1.81,1.57,0.96,2.02,3.14
2545,9.6,1.3506,3.556,-2.45,-0.78,1.81,1.58,1.0,2.15,3.31
2546,9.6,1.3507,3.55,-2.62,-0.8,1.8,1.58,1.04,2.29,3.47
2547,9.6,1.3508,3.54,-2.8,-0.69,1.76,1.59,1.11,2.49,3.78
2548,9.6,1.3509,3.534,-2.95,-0.58,1.68,1.6,1.17,2.64,4.07
2549,9.6,1.3509,3.527,-3.12,-0.48,1.61,1.6,1.23,2.8,4.36
2550,9.6,1.351,3.518,-3.3,-0.32,1.52,1.61,1.3,3.0,4.72
2551,9.6,1.351,3.505,-3.51,-0.13,1.44,1.61,1.37,3.25,5.17
2552,9.6,1.3511,3.495,-3.7,-0.09,1.42,1.61,1.39,3.41,5.43
2553,9.6,1.2378,3.662,0.48,0.95,0.99,1.14,0.6,1.14,1.9
2554,9.6,1.2383,3.659,0.39,0.88,1.01,1.15,0.61,1.15,1.93
2555,9.6,1.2458,3.663,0.37,0.83,0.98,1.14,0.6,1.13,1.89
2556,9.6,1.2498,3.659,0.22,0.7,1.02,1.16,0.61,1.15,1.92
2557,9.6,1.2511,3.654,0.06,0.58,1.08,1.18,0.62,1.17,1.97
2558,9.6,1.2522,3.649,-0.09,0.46,1.13,1.21,0.64,1.2,2.02
2559,9.6,1.2527,3.644,-0.25,0.34,1.19,1.24,0.65,1.23,2.07
2560,9.6,1.253,3.638,-0.42,0.22,1.26,1.27,0.67,1.26,2.13
2561,9.6,1.253,3.629,-0.66,0.06,1.37,1.32,0.7,1.32,2.22
2562,9.6,1.253,3.621,-0.93,-0.13,1.48,1.37,0.73,1.38,2.32
2563,9.6,1.253,3.616,-1.08,-0.24,1.55,1.4,0.75,1.41,2.38
2564,9.6,1.253,3.61,-1.23,-0.33,1.62,1.44,0.77,1.45,2.45
2565,9.6,1.2531,3.617,-1.08,-0.24,1.54,1.4,0.75,1.4,2.37
2566,9.6,1.2531,3.621,-0.91,-0.12,1.48,1.37,0.73,1.37,2.31
2567,9.6,1.2532,3.623,-0.85,-0.08,1.45,1.36,0.72,1.36,2.29
2568,9.6,1.2534,3.619,-1.01,-0.2,1.51,1.38,0.74,1.38,2.34
2569,9.6,1.2537,3.613,-1.17,-0.3,1.59,1.42,0.76,1.43,2.41
2570,9.6,1.2538,3.606,-1.35,-0.41,1.67,1.47,0.79,1.48,2.5
2571,9.6,1.2539,3.6,-1.5,-0.5,1.72,1.49,0.81,1.52,2.57
2572,9.6,1.254,3.594,-1.69,-0.63,1.75,1.51,0.82,1.59,2.64
2573,9.6,1.254,3.587,-1.87,-0.74,1.77,1.53,0.85,1.66,2.72
2574,9.6,1.2541,3.579,-2.06,-0.85,1.8,1.55,0.87,1.75,2.82
2575,9.6,1.2541,3.569,-2.27,-0.89,1.82,1.57,0.92,1.9,3.0
2576,9.6,1.2541,3.558,-2.47,-0.84,1.81,1.58,0.99,2.11,3.26
2577,9.6,1.2542,3.549,-2.63,-0.79,1.8,1.59,1.05,2.29,3.48
2578,9.6,1.2542,3.547,-2.68,-0.78,1.8,1.59,1.06,2.34,3.54
2579,9.6,1.2542,3.539,-2.86,-0.72,1.75,1.59,1.12,2.51,3.81
2580,9.6,1.2542,3.529,-3.04,-0.49,1.64,1.6,1.21,2.75,4.26
2581,9.6,1.2542,3.521,-3.21,-0.32,1.54,1.61,1.28,2.95,4.62
2582,9.6,1.2542,3.512,-3.37,-0.13,1.45,1.61,1.35,3.16,5.01
2583,9.6,1.2543,3.498,-3.58,-0.04,1.42,1.61,1.38,3.37,5.36
2584,9.6,1.2543,3.487,-3.75,0.05,1.4,1.61,1.41,3.54,5.64
2585,9.6,1.2543,3.486,-3.77,0.05,1.4,1.62,1.41,3.55,5.66
2586,9.6,1.2543,3.475,-3.95,0.12,1.38,1.62,1.43,3.73,5.95
2587,9.6,1.2544,3.464,-4.14,0.19,1.36,1.62,1.46,3.91,6.24
2588,9.6,1.2544,3.452,-4.32,0.27,1.34,1.62,1.48,4.09,6.54
2589,9.6,1.2544,3.44,-4.51,0.35,1.32,1.62,1.51,4.28,6.84
2590,9.6,1.2544,3.428,-4.7,0.44,1.29,1.63,1.54,4.47,7.15
2591,9.6,1.2545,3.415,-4.88,0.55,1.27,1.63,1.57,4.68,7.49
2592,9.6,1.2545,3.414,-4.9,0.56,1.27,1.63,1.57,4.69,7.52
2626,9.5,0.6,3.587,7.77,8.84,1.14,1.38,0.88,1.72,2.65
2627,9.5,0.65,3.611,7.38,8.31,1.03,1.3,0.81,1.52,2.46
2628,9.5,0.7,3.635,6.99,7.71,0.95,1.2,0.75,1.36,2.2
2629,9.5,0.75,3.658,6.63,7.17,0.83,1.09,0.67,1.22,1.98
2630,9.5,0.8,3.681,6.25,6.64,0.68,0.99,0.58,1.08,1.75
2631,9.5,0.85,3.702,5.91,6.18,0.55,0.91,0.51,0.96,1.56
2632,9.5,0.9,3.724,5.57,5.75,0.41,0.83,0.46,0.87,1.4
2633,9.5,0.95,3.74,5.25,5.38,0.29,0.76,0.42,0.8,1.28
2634,9.5,1.0,3.757,4.93,5.02,0.18,0.69,0.39,0.74,1.17
2635,9.5,1.05,3.77,4.62,4.68,0.11,0.64,0.36,0.7,1.09
2636,9.5,1.1,3.781,4.31,4.35,0.06,0.6,0.34,0.66,1.01
2637,9.5,1.1191,3.785,4.19,4.23,0.05,0.58,0.34,0.65,0.99
2638,9.5,1.1491,3.79,4.01,4.04,0.03,0.56,0.33,0.63,0.96
2639,9.5,1.1791,3.793,3.85,3.87,0.02,0.55,0.32,0.62,0.94
2640,9.5,1.2091,3.795,3.69,3.71,0.01,0.54,0.32,0.61,0.93
2641,9.5,1.2491,3.794,3.52,3.54,0.02,0.54,0.32,0.62,0.93
2642,9.5,1.2891,3.79,3.36,3.39,0.04,0.56,0.32,0.63,0.96
2643,9.5,1.3291,3.785,3.2,3.23,0.06,0.57,0.34,0.65,0.99
2644,9.5,1.335,3.785,3.17,3.2,0.06,0.57,0.34,0.65,0.99
2645,9.5,1.3504,3.79,3.02,3.04,0.04,0.55,0.32,0.63,0.96
2646,9.5,1.3536,3.799,2.86,2.88,0.01,0.52,0.3,0.6,0.9
2647,9.5,1.3549,3.807,2.74,2.74,0.0,0.49,0.29,0.57,0.86
2648,9.5,1.3553,3.803,2.77,2.78,0.01,0.51,0.3,0.58,0.88
2649,9.5,1.3809,3.783,2.62,2.66,0.07,0.58,0.34,0.65,1.0
2650,9.5,1.3933,3.762,2.64,2.71,0.17,0.67,0.38,0.72,1.13
2651,9.5,1.4003,3.74,2.77,2.89,0.3,0.76,0.42,0.8,1.27
2652,9.5,1.4058,3.717,2.93,3.12,0.46,0.86,0.47,0.89,1.44
2653,9.5,1.4079,3.708,2.96,3.19,0.52,0.9,0.49,0.93,1.51
2654,9.5,1.4125,3.697,2.86,3.15,0.62,0.95,0.52,0.97,1.6
2655,9.5,1.4154,3.692,2.7,3.0,0.65,0.97,0.53,0.99,1.64
2656,9.5,1.4178,3.69,2.54,2.86,0.67,0.98,0.54,1.01,1.66
2657,9.5,1.4202,3.687,2.36,2.69,0.7,1.0,0.54,1.02,1.68
2658,9.5,1.4222,3.685,2.21,2.55,0.72,1.01,0.55,1.03,1.7
2659,9.5,1.4241,3.682,2.04,2.4,0.74,1.02,0.55,1.04,1.72
2660,9.5,1.4259,3.68,1.88,2.25,0.77,1.03,0.56,1.05,1.74
2661,9.5,1.4277,3.677,1.71,2.09,0.8,1.05,0.56,1.06,1.76
2662,9.5,1.4295,3.674,1.54,1.94,0.83,1.06,0.57,1.08,1.79
2663,9.5,1.431,3.671,1.38,1.8,0.86,1.08,0.58,1.09,1.81
2664,9.5,1.4325,3.668,1.23,1.66,0.88,1.09,0.59,1.11,1.84
2665,9.5,1.434,3.665,1.05,1.5,0.92,1.11,0.6,1.12,1.87
2666,9.5,1.4357,3.662,0.9,1.37,0.95,1.12,0.6,1.13,1.89
2667,9.5,1.4357,3.662,0.9,1.37,0.95,1.12,0.6,1.13,1.89
2668,9.5,1.437,3.664,0.97,1.42,0.93,1.11,0.6,1.13,1.88
2669,9.5,1.4381,3.661,0.8,1.28,0.96,1.13,0.61,1.14,1.91
2670,9.5,1.4391,3.658,0.65,1.14,1.0,1.15,0.62,1.16,1.94
2671,9.5,1.44,3.654,0.48,1.01,1.04,1.17,0.63,1.18,1.97
2672,9.5,1.441,3.65,0.31,0.87,1.09,1.19,0.64,1.2,2.01
2673,9.5,1.4418,3.646,0.14,0.73,1.14,1.22,0.65,1.22,2.05
2674,9.5,1.4424,3.642,-0.02,0.59,1.18,1.24,0.66,1.24,2.09
2675,9.5,1.4429,3.637,-0.2,0.45,1.24,1.26,0.68,1.27,2.14
2676,9.5,1.4434,3.632,-0.37,0.31,1.3,1.29,0.69,1.3,2.19
2677,9.5,1.4438,3.628,-0.55,0.17,1.36,1.32,0.71,1.33,2.23
2678,9.5,1.4442,3.624,-0.71,0.05,1.41,1.34,0.72,1.36,2.28
2679,9.5,1.4445,3.62,-0.86,-0.06,1.47,1.37,0.74,1.38,2.33
2680,9.5,1.4448,3.615,-1.03,-0.18,1.53,1.4,0.75,1.41,2.38
2681,9.5,1.445,3.61,-1.19,-0.29,1.6,1.43,0.77,1.44,2.44
2682,9.5,1.4453,3.605,-1.36,-0.41,1.67,1.46,0.79,1.48,2.5
2683,9.5,1.4455,3.6,-1.52,-0.52,1.71,1.49,0.81,1.52,2.56
2684,9.5,1.4457,3.594,-1.7,-0.63,1.74,1.51,0.83,1.59,2.64
2685,9.5,1.4458,3.587,-1.86,-0.73,1.77,1.53,0.85,1.66,2.72
2686,9.5,1.446,3.58,-2.04,-0.83,1.8,1.55,0.87,1.74,2.81
2687,9.5,1.4461,3.572,-2.22,-0.92,1.82,1.56,0.9,1.83,2.92
2688,9.5,1.4463,3.566,-2.39,-0.93,1.82,1.57,0.94,1.97,3.09
2689,9.5,1.4464,3.558,-2.55,-0.92,1.81,1.58,0.99,2.11,3.26
2690,9.5,1.4465,3.551,-2.73,-0.92,1.8,1.58,1.04,2.27,3.45
2691,9.5,1.4465,3.543,-2.88,-0.89,1.79,1.59,1.09,2.42,3.64
2692,9.5,1.4466,3.535,-3.05,-0.74,1.71,1.6,1.15,2.6,3.98
2693,9.5,1.4467,3.528,-3.23,-0.62,1.62,1.6,1.22,2.79,4.32
2694,9.5,1.4468,3.521,-3.38,-0.5,1.54,1.61,1.28,2.95,4.63
2695,9.5,1.4468,3.511,-3.55,-0.3,1.45,1.61,1.35,3.16,5.02
2696,9.5,1.4469,3.506,-3.67,-0.29,1.44,1.61,1.36,3.25,5.17
2697,9.5,1.3479,3.664,0.45,0.91,0.96,1.13,0.6,1.12,1.88
2698,9.5,1.3486,3.661,0.36,0.84,0.99,1.14,0.61,1.14,1.91
2699,9.5,1.3575,3.665,0.34,0.79,0.96,1.13,0.6,1.12,1.87
2700,9.5,1.3628,3.661,0.19,0.66,1.0,1.15,0.6,1.14,1.9
2701,9.5,1.3645,3.657,0.03,0.54,1.05,1.17,0.62,1.16,1.95
2702,9.5,1.3658,3.652,-0.12,0.42,1.11,1.2,0.63,1.18,1.99
2703,9.5,1.3664,3.646,-0.28,0.3,1.16,1.22,0.64,1.21,2.05
2704,9.5,1.3666,3.641,-0.44,0.18,1.23,1.25,0.66,1.25,2.1
2705,9.5,1.3666,3.635,-0.59,0.07,1.29,1.28,0.68,1.28,2.16
2706,9.5,1.3666,3.629,-0.75,-0.04,1.37,1.32,0.7,1.32,2.22
2707,9.5,1.3667,3.621,-1.0,-0.22,1.47,1.37,0.73,1.37,2.31
2708,9.5,1.3667,3.615,-1.2,-0.35,1.55,1.41,0.75,1.41,2.38
2709,9.5,1.3667,3.614,-1.23,-0.37,1.57,1.41,0.75,1.42,2.4
2710,9.5,1.3667,3.62,-1.07,-0.27,1.5,1.38,0.73,1.38,2.33
2711,9.5,1.3668,3.624,-0.92,-0.16,1.44,1.35,0.72,1.35,2.28
2712,9.5,1.3669,3.625,-0.89,-0.14,1.43,1.34,0.72,1.35,2.27
2713,9.5,1.3673,3.62,-1.06,-0.26,1.5,1.38,0.73,1.38,2.33
2714,9.5,1.3676,3.614,-1.24,-0.38,1.57,1.41,0.75,1.42,2.4
2715,9.5,1.3677,3.608,-1.41,-0.49,1.65,1.45,0.78,1.46,2.47
2716,9.5,1.3678,3.602,-1.57,-0.58,1.71,1.49,0.8,1.5,2.54
2717,9.5,1.3679,3.596,-1.72,-0.69,1.74,1.5,0.82,1.56,2.61
2718,9.5,1.368,3.591,-1.89,-0.8,1.76,1.52,0.84,1.62,2.68
2719,9.5,1.368,3.584,-2.08,-0.91,1.79,1.54,0.86,1.7,2.77
2720,9.5,1.3681,3.576,-2.23,-1.0,1.81,1.56,0.88,1.77,2.85
2721,9.5,1.3681,3.566,-2.43,-0.99,1.82,1.57,0.94,1.95,3.07
2722,9.5,1.3681,3.557,-2.61,-0.96,1.81,1.58,1.0,2.14,3.29
2723,9.5,1.3682,3.553,-2.69,-0.93,1.81,1.58,1.03,2.23,3.4
2724,9.5,1.3682,3.542,-2.91,-0.88,1.78,1.59,1.09,2.44,3.68
2725,9.5,1.3682,3.532,-3.11,-0.68,1.67,1.6,1.18,2.67,4.12
2726,9.5,1.3682,3.522,-3.31,-0.46,1.55,1.6,1.27,2.93,4.58
2727,9.5,1.3683,3.512,-3.48,-0.25,1.45,1.61,1.35,3.15,5.01
2728,9.5,1.3683,3.501,-3.66,-0.19,1.43,1.61,1.37,3.32,5.28
2729,9.5,1.3683,3.495,-3.77,-0.15,1.42,1.61,1.39,3.42,5.44
2730,9.5,1.3684,3.483,-3.97,-0.08,1.39,1.62,1.41,3.61,5.75
2731,9.5,1.3684,3.471,-4.16,0.0,1.37,1.62,1.44,3.8,6.05
2732,9.5,1.3684,3.459,-4.36,0.08,1.35,1.62,1.47,3.99,6.37
2733,9.5,1.3685,3.446,-4.56,0.17,1.33,1.62,1.5,4.18,6.69
2734,9.5,1.3685,3.433,-4.75,0.26,1.3,1.62,1.53,4.39,7.02
2735,9.5,1.3686,3.419,-4.95,0.39,1.28,1.63,1.56,4.61,7.38
2736,9.5,1.3686,3.417,-4.97,0.4,1.27,1.63,1.56,4.64,7.43
2773,9.4,0.6,3.586,7.78,8.85,1.14,1.38,0.88,1.72,2.65
2774,9.4,0.65,3.61,7.39,8.32,1.04,1.3,0.81,1.52,2.47
2775,9.4,0.7,3.635,7.01,7.73,0.96,1.2,0.75,1.36,2.21
2776,9.4,0.75,3.657,6.64,7.2,0.84,1.1,0.67,1.22,1.99
2777,9.4,0.8,3.68,6.28,6.67,0.69,1.0,0.58,1.09,1.77
2778,9.4,0.85,3.701,5.94,6.22,0.56,0.91,0.52,0.97,1.58
2779,9.4,0.9,3.722,5.6,5.79,0.42,0.83,0.47,0.87,1.41
2780,9.4,0.95,3.739,5.3,5.43,0.3,0.77,0.42,0.81,1.29
2781,9.4,1.0,3.755,4.98,5.07,0.19,0.7,0.39,0.75,1.18
2782,9.4,1.05,3.768,4.68,4.75,0.12,0.65,0.37,0.7,1.1
2783,9.4,1.1,3.78,4.38,4.43,0.06,0.6,0.35,0.66,1.02
2784,9.4,1.15,3.79,4.09,4.11,0.02,0.56,0.33,0.63,0.95
2785,9.4,1.151,3.791,4.08,4.11,0.02,0.56,0.33,0.63,0.95
2786,9.4,1.181,3.795,3.92,3.94,0.0,0.54,0.32,0.61,0.92
2787,9.4,1.211,3.799,3.76,3.78,0.0,0.52,0.31,0.6,0.9
2788,9.4,1.251,3.803,3.57,3.58,-0.01,0.51,0.3,0.58,0.88
2789,9.4,1.291,3.805,3.39,3.4,-0.01,0.5,0.3,0.58,0.87
2790,9.4,1.331,3.804,3.23,3.25,0.0,0.5,0.3,0.58,0.87
2791,9.4,1.371,3.802,3.08,3.09,0.0,0.51,0.3,0.59,0.88
2792,9.4,1.411,3.798,2.93,2.94,0.02,0.52,0.31,0.6,0.91
2793,9.4,1.451,3.791,2.78,2.8,0.04,0.55,0.32,0.63,0.95
2794,9.4,1.4892,3.784,2.62,2.65,0.07,0.57,0.34,0.65,0.99
2795,9.4,1.5002,3.792,2.46,2.48,0.05,0.55,0.32,0.62,0.94
2796,9.4,1.5022,3.803,2.3,2.31,0.02,0.5,0.3,0.58,0.87
2797,9.4,1.5026,3.812,2.17,2.17,0.0,0.47,0.28,0.55,0.82
2798,9.4,1.5028,3.805,2.28,2.29,0.01,0.5,0.29,0.58,0.87
2799,9.4,1.5036,3.788,2.23,2.26,0.06,0.56,0.33,0.63,0.96
2800,9.4,1.5084,3.763,2.3,2.37,0.17,0.67,0.38,0.72,1.12
2801,9.4,1.5116,3.741,2.46,2.58,0.29,0.76,0.42,0.8,1.26
2802,9.4,1.514,3.72,2.64,2.82,0.44,0.85,0.46,0.88,1.42
2803,9.4,1.5153,3.71,2.69,2.92,0.51,0.89,0.48,0.92,1.5
2804,9.4,1.5172,3.699,2.61,2.88,0.6,0.94,0.51,0.96,1.58
2805,9.4,1.519,3.694,2.43,2.73,0.64,0.96,0.52,0.99,1.62
2806,9.4,1.5205,3.691,2.25,2.56,0.67,0.98,0.53,1.0,1.65
2807,9.4,1.5219,3.688,2.08,2.4,0.7,1.0,0.54,1.01,1.67
2808,9.4,1.5232,3.685,1.91,2.25,0.72,1.01,0.54,1.02,1.69
2809,9.4,1.5244,3.683,1.75,2.1,0.75,1.02,0.55,1.03,1.71
2810,9.4,1.5256,3.68,1.59,1.95,0.77,1.04,0.55,1.05,1.74
2811,9.4,1.5268,3.677,1.43,1.81,0.81,1.05,0.56,1.06,1.76
2812,9.4,1.528,3.674,1.27,1.67,0.84,1.07,0.57,1.08,1.79
2813,9.4,1.5292,3.671,1.12,1.53,0.87,1.08,0.58,1.09,1.82
2814,9.4,1.5304,3.667,0.96,1.39,0.9,1.1,0.59,1.11,1.85
2815,9.4,1.5318,3.664,0.8,1.25,0.94,1.12,0.6,1.13,1.88
2816,9.4,1.5335,3.662,0.67,1.15,0.96,1.13,0.61,1.14,1.9
2817,9.4,1.535,3.665,0.82,1.27,0.92,1.11,0.6,1.12,1.87
2818,9.4,1.5362,3.662,0.65,1.12,0.96,1.13,0.61,1.14,1.9
2819,9.4,1.5374,3.658,0.48,0.98,1.0,1.15,0.61,1.15,1.93
2820,9.4,1.5386,3.654,0.31,0.83,1.05,1.17,0.63,1.17,1.97
2821,9.4,1.5398,3.65,0.14,0.69,1.1,1.2,0.64,1.2,2.01
2822,9.4,1.5408,3.645,-0.06,0.53,1.15,1.22,0.65,1.23,2.06
2823,9.4,1.5415,3.641,-0.23,0.39,1.2,1.25,0.67,1.25,2.1
2824,9.4,1.5421,3.636,-0.39,0.26,1.26,1.27,0.68,1.28,2.15
2825,9.4,1.5426,3.632,-0.55,0.14,1.31,1.29,0.69,1.3,2.19
2826,9.4,1.5431,3.627,-0.72,0.01,1.37,1.32,0.71,1.33,2.24
2827,9.4,1.5435,3.624,-0.87,-0.11,1.42,1.35,0.72,1.36,2.28
2828,9.4,1.5439,3.619,-1.04,-0.23,1.49,1.38,0.74,1.39,2.34
2829,9.4,1.5443,3.613,-1.24,-0.37,1.57,1.41,0.76,1.42,2.4
2830,9.4,1.5446,3.608,-1.4,-0.48,1.63,1.45,0.78,1.46,2.46
2831,9.4,1.5449,3.603,-1.58,-0.6,1.7,1.48,0.8,1.5,2.53
2832,9.4,1.5452,3.595,-1.79,-0.75,1.74,1.51,0.82,1.57,2.62
2833,9.4,1.5454,3.589,-1.95,-0.84,1.76,1.52,0.84,1.64,2.7
2834,9.4,1.5456,3.581,-2.12,-0.93,1.79,1.54,0.87,1.73,2.8
2835,9.4,1.5458,3.573,-2.33,-1.05,1.82,1.56,0.89,1.82,2.9
2836,9.4,1.546,3.565,-2.55,-1.08,1.82,1.57,0.95,1.98,3.1
2837,9.4,1.5462,3.552,-2.82,-1.04,1.81,1.58,1.03,2.24,3.41
2838,9.4,1.5464,3.537,-3.13,-0.91,1.73,1.59,1.13,2.55,3.89
2839,9.4,1.5465,3.53,-3.3,-0.78,1.65,1.6,1.2,2.73,4.22
2840,9.4,1.5466,3.521,-3.5,-0.64,1.55,1.6,1.27,2.93,4.59
2841,9.4,1.5467,3.516,-3.61,-0.53,1.49,1.61,1.32,3.06,4.83
2842,9.4,1.4627,3.667,0.43,0.87,0.93,1.11,0.59,1.11,1.85
2843,9.4,1.4637,3.664,0.35,0.8,0.96,1.13,0.6,1.13,1.88
2844,9.4,1.4772,3.667,0.3,0.74,0.94,1.12,0.59,1.11,1.85
2845,9.4,1.4839,3.663,0.15,0.61,0.98,1.13,0.6,1.13,1.88
2846,9.4,1.4865,3.658,-0.03,0.47,1.03,1.16,0.61,1.15,1.93
2847,9.4,1.4883,3.653,-0.18,0.34,1.09,1.19,0.62,1.17,1.98
2848,9.4,1.4897,3.648,-0.34,0.23,1.15,1.22,0.64,1.2,2.03
2849,9.4,1.4898,3.643,-0.5,0.1,1.21,1.24,0.66,1.24,2.08
2850,9.4,1.4899,3.636,-0.69,-0.03,1.29,1.28,0.68,1.28,2.15
2851,9.4,1.4899,3.629,-0.89,-0.17,1.38,1.32,0.7,1.32,2.22
2852,9.4,1.4899,3.623,-1.07,-0.3,1.46,1.36,0.72,1.36,2.29
2853,9.4,1.49,3.618,-1.25,-0.43,1.52,1.39,0.74,1.39,2.35
2854,9.4,1.49,3.618,-1.26,-0.44,1.53,1.39,0.74,1.39,2.36
2855,9.4,1.49,3.623,-1.08,-0.3,1.46,1.36,0.72,1.36,2.29
2856,9.4,1.4902,3.628,-0.92,-0.2,1.39,1.33,0.71,1.33,2.23
2857,9.4,1.4907,3.623,-1.09,-0.31,1.46,1.36,0.72,1.36,2.3
2858,9.4,1.4911,3.618,-1.26,-0.44,1.52,1.39,0.74,1.39,2.35
2859,9.4,1.4913,3.612,-1.42,-0.54,1.6,1.43,0.76,1.43,2.42
2860,9.4,1.4914,3.605,-1.6,-0.64,1.68,1.47,0.79,1.48,2.51
2861,9.4,1.4915,3.599,-1.76,-0.75,1.72,1.5,0.81,1.53,2.58
2862,9.4,1.4916,3.594,-1.94,-0.88,1.75,1.51,0.83,1.59,2.64
2863,9.4,1.4917,3.587,-2.12,-0.99,1.78,1.53,0.85,1.66,2.72
2864,9.4,1.4918,3.579,-2.3,-1.09,1.8,1.55,0.87,1.75,2.82
2865,9.4,1.4918,3.571,-2.46,-1.13,1.82,1.56,0.91,1.85,2.94
2866,9.4,1.4918,3.563,-2.64,-1.12,1.81,1.57,0.96,2.03,3.16
2867,9.4,1.4919,3.555,-2.77,-1.06,1.81,1.58,1.01,2.18,3.34
2868,9.4,1.4919,3.547,-2.93,-1.04,1.8,1.59,1.06,2.34,3.54
2869,9.4,1.4919,3.54,-3.1,-0.96,1.75,1.59,1.12,2.5,3.8
2870,9.4,1.4919,3.532,-3.25,-0.8,1.66,1.6,1.18,2.69,4.15
2871,9.4,1.492,3.522,-3.44,-0.59,1.56,1.6,1.27,2.92,4.58
2872,9.4,1.492,3.512,-3.61,-0.39,1.45,1.61,1.35,3.14,4.99
2873,9.4,1.4921,3.502,-3.78,-0.33,1.43,1.61,1.37,3.3,5.25
2874,9.4,1.4921,3.492,-3.95,-0.26,1.41,1.61,1.39,3.47,5.52
2875,9.4,1.4922,3.481,-4.13,-0.2,1.39,1.62,1.42,3.63,5.79
2876,9.4,1.4922,3.471,-4.3,-0.13,1.37,1.62,1.44,3.8,6.06
2877,9.4,1.4923,3.46,-4.47,-0.06,1.35,1.62,1.47,3.97,6.34
2878,9.4,1.4923,3.449,-4.65,0.02,1.33,1.62,1.49,4.15,6.62
2879,9.4,1.4924,3.437,-4.82,0.11,1.31,1.62,1.52,4.33,6.92
2880,9.4,1.4924,3.425,-4.99,0.22,1.29,1.63,1.54,4.52,7.24
2881,9.4,1.4924,3.421,-5.05,0.26,1.28,1.63,1.55,4.59,7.34
2920,9.3,0.6,3.586,7.78,8.86,1.14,1.38,0.88,1.73,2.66
2921,9.3,0.65,3.61,7.4,8.33,1.04,1.3,0.81,1.52,2.47
2922,9.3,0.7,3.634,7.02,7.75,0.96,1.2,0.75,1.37,2.22
2923,9.3,0.75,3.656,6.66,7.22,0.84,1.1,0.67,1.23,1.99
2924,9.3,0.8,3.679,6.3,6.7,0.7,1.0,0.59,1.1,1.78
2925,9.3,0.85,3.7,5.97,6.25,0.56,0.92,0.52,0.98,1.59
2926,9.3,0.9,3.721,5.63,5.82,0.43,0.84,0.47,0.88,1.42
2927,9.3,0.95,3.737,5.33,5.47,0.31,0.77,0.43,0.81,1.3
2928,9.3,1.0,3.754,5.02,5.12,0.2,0.71,0.39,0.75,1.19
2929,9.3,1.05,3.767,4.73,4.8,0.13,0.65,0.37,0.71,1.11
2930,9.3,1.1,3.779,4.44,4.49,0.07,0.61,0.35,0.67,1.02
2931,9.3,1.15,3.79,4.16,4.18,0.02,0.56,0.33,0.63,0.96
2932,9.3,1.1829,3.796,3.97,3.99,0.0,0.54,0.32,0.61,0.92
2933,9.3,1.2129,3.801,3.82,3.83,-0.01,0.52,0.31,0.59,0.89
2934,9.3,1.2529,3.807,3.63,3.64,-0.02,0.5,0.3,0.57,0.86
2935,9.3,1.2929,3.812,3.45,3.45,-0.03,0.48,0.29,0.55,0.83
2936,9.3,1.3329,3.815,3.29,3.29,-0.03,0.47,0.28,0.54,0.81
2937,9.3,1.3729,3.817,3.13,3.13,-0.03,0.46,0.28,0.54,0.8
2938,9.3,1.4129,3.818,2.97,2.97,-0.03,0.45,0.27,0.53,0.79
2939,9.3,1.4529,3.817,2.81,2.81,-0.03,0.46,0.27,0.54,0.8
2940,9.3,1.4929,3.814,2.65,2.65,-0.02,0.47,0.28,0.55,0.81
2941,9.3,1.5429,3.806,2.48,2.49,0.01,0.49,0.29,0.57,0.86
2942,9.3,1.5929,3.793,2.32,2.34,0.04,0.54,0.32,0.62,0.94
2943,9.3,1.6038,3.791,2.27,2.3,0.05,0.55,0.32,0.62,0.94
2944,9.3,1.6127,3.801,2.12,2.13,0.03,0.51,0.3,0.59,0.89
2945,9.3,1.6149,3.816,1.94,1.93,0.0,0.45,0.27,0.53,0.79
2946,9.3,1.6152,3.824,1.85,1.84,-0.01,0.42,0.26,0.5,0.74
2947,9.3,1.6154,3.814,1.97,1.97,0.0,0.46,0.28,0.54,0.81
